column,medium,source,needs_rescore,deployed_prompt,canonical_prompt,ensemble,low_signal,genre_track
anagnorisis,film,prompts_master,False,"At the ending, does the main character (or characters) come to a major sudden realization, a crucial truth they grasp? Answer on a scale of 1 (no), 2 (somewhat), 3 (yes). Return ONLY JSON {""v"": number}.","At the ending, does the main character (or characters) come to a major sudden realization, a crucial truth they grasp? Answer on a scale of 1 (no), 2 (somewhat), 3 (yes). Return ONLY JSON {""v"": number}.",False,False,False
competent,film,prompts_master,False,"You are estimating audience-survey ratings for a movie from its plot summary. How competent is the protagonists on average? Answer on a scale of 1 (very incompetent) to 5 (very competent). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a movie from its plot summary. How competent is the protagonists on average? Answer on a scale of 1 (very incompetent) to 5 (very competent). Return ONLY JSON {""v"": number}.",False,False,False
development,film,prompts_master,False,"You are estimating audience-survey ratings for a movie from its plot summary. Does the protagonists on average undergo strong personal (internal) development? Answer on a scale of 1 (no), 2 (arguably), 3 (yes). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a movie from its plot summary. Does the protagonists on average undergo strong personal (internal) development? Answer on a scale of 1 (no), 2 (arguably), 3 (yes). Return ONLY JSON {""v"": number}.",False,False,False
element_emotional_impact,film,prompts_master,False,"You are estimating audience-survey ratings for a movie from its plot summary. Was the emotional impact one of the elements that most drove the experience of this work? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a movie from its plot summary. Was the emotional impact one of the elements that most drove the experience of this work? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.",False,False,False
element_message_or_theme,film,prompts_master,False,"You are estimating audience-survey ratings for a movie from its plot summary. How central is a message or theme to this work, as opposed to plot, character, or spectacle? Answer 1 (not thematic at all) to 5 (deeply theme-driven). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a movie from its plot summary. How central is a message or theme to this work, as opposed to plot, character, or spectacle? Answer 1 (not thematic at all) to 5 (deeply theme-driven). Return ONLY JSON {""v"": number}.",False,False,False
external_upheaval,film,prompts_master,False,"You are estimating audience-survey ratings for a movie from its plot summary. How much does the protagonist's external world and situation change from beginning to end, apart from any inner change? Answer 1 (barely at all) to 5 (transformed completely). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a movie from its plot summary. How much does the protagonist's external world and situation change from beginning to end, apart from any inner change? Answer 1 (barely at all) to 5 (transformed completely). Return ONLY JSON {""v"": number}.",False,False,False
felt_about,film,prompts_master,False,"You are estimating audience-survey ratings for a movie from its plot summary. Overall, how much would an audience enjoy this? Answer on a scale of 1 (hated it) to 7 (loved it). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a movie from its plot summary. Overall, how much would an audience enjoy this? Answer on a scale of 1 (hated it) to 7 (loved it). Return ONLY JSON {""v"": number}.",False,False,False
identity_disability_status,film,prompts_master,False,"You are estimating audience-survey ratings for a movie from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of disability? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a movie from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of disability? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.",False,False,False
identity_ethnicity,film,prompts_master,False,"You are estimating audience-survey ratings for a movie from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of ethnicity? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a movie from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of ethnicity? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.",False,False,False
identity_gender_identity,film,prompts_master,False,"You are estimating audience-survey ratings for a movie from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of gender identity? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a movie from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of gender identity? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.",False,False,False
identity_language,film,prompts_master,False,"You are estimating audience-survey ratings for a movie from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of language? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a movie from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of language? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.",False,False,False
identity_marginalized,film,prompts_master,False,"You are estimating audience-survey ratings for a movie from its plot summary. Does whichever protagonist scores highest on this belong to a historically marginalized group? Answer on a scale of 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a movie from its plot summary. Does whichever protagonist scores highest on this belong to a historically marginalized group? Answer on a scale of 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.",False,False,False
identity_race,film,prompts_master,False,"You are estimating audience-survey ratings for a movie from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of race? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a movie from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of race? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.",False,False,False
identity_religion,film,prompts_master,False,"You are estimating audience-survey ratings for a movie from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of religion? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a movie from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of religion? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.",False,False,False
identity_socioeconomic_status,film,prompts_master,False,"You are estimating audience-survey ratings for a movie from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of socioeconomic class? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a movie from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of socioeconomic class? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.",False,False,False
immersive_setting,film,prompts_master,False,"You are estimating audience-survey ratings for a movie from its plot summary. How immersive (fully realized, richly detailed) is its settings on average? Answer on a scale of 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a movie from its plot summary. How immersive (fully realized, richly detailed) is its settings on average? Answer on a scale of 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
inevitability,film,prompts_master,False,"You are estimating audience-survey ratings for a movie from its plot summary. Did the ending feel destined and inevitable, as though events had to unfold exactly this way, rather than arbitrary or contrived? Answer 1 (entirely arbitrary) to 7 (utterly inevitable). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a movie from its plot summary. Did the ending feel destined and inevitable, as though events had to unfold exactly this way, rather than arbitrary or contrived? Answer 1 (entirely arbitrary) to 7 (utterly inevitable). Return ONLY JSON {""v"": number}.",False,False,False
likable,film,prompts_master,False,"You are estimating audience-survey ratings for a movie from its plot summary. How likable is the main protagonist? Answer on a scale of 1 (very dislikable) to 5 (very likable). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a movie from its plot summary. How likable is the main protagonist? Answer on a scale of 1 (very dislikable) to 5 (very likable). Return ONLY JSON {""v"": number}.",False,False,False
n_side_characters,film,prompts_master,False,"You are estimating audience-survey ratings for a movie from its plot summary. Approximately how many named side characters appear? Answer on a scale of a single number. Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a movie from its plot summary. Approximately how many named side characters appear? Answer on a scale of a single number. Return ONLY JSON {""v"": number}.",False,False,False
proactive,film,prompts_master,False,"You are estimating audience-survey ratings for a movie from its plot summary. How proactive rather than passive is the main protagonist? Answer on a scale of 1 (very passive) to 5 (very proactive). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a movie from its plot summary. How proactive rather than passive is the main protagonist? Answer on a scale of 1 (very passive) to 5 (very proactive). Return ONLY JSON {""v"": number}.",False,False,False
protag_invested,film,prompts_master,False,"You are estimating audience-survey ratings for a movie from its plot summary. How emotionally invested would a viewer be in the main protagonist? Answer on a scale of 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a movie from its plot summary. How emotionally invested would a viewer be in the main protagonist? Answer on a scale of 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
protag_real,film,prompts_master,False,"You are estimating audience-survey ratings for a movie from its plot summary. How real and believable does the protagonists on average feel? Answer on a scale of 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a movie from its plot summary. How real and believable does the protagonists on average feel? Answer on a scale of 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
protag_relatable,film,prompts_master,False,"You are estimating audience-survey ratings for a movie from its plot summary. How relatable is the main protagonist? Answer on a scale of 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a movie from its plot summary. How relatable is the main protagonist? Answer on a scale of 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
side_char_importance,film,prompts_master,False,"You are estimating audience-survey ratings for a movie from its plot summary. How important are the side characters? Answer on a scale of 1 (very unimportant) to 5 (very important). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a movie from its plot summary. How important are the side characters? Answer on a scale of 1 (very unimportant) to 5 (very important). Return ONLY JSON {""v"": number}.",False,True,False
mood_Lighthearted,book,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Lighthearted' apply to this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Lighthearted' apply to this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
book_narr_share,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot. Predict what SHARE of the book is told from the PRIMARY narrator's point of view: 1 = some, 2 = about half, 3 = most, 4 = all. Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot. Predict what SHARE of the book is told from the PRIMARY narrator's point of view: 1 = some, 2 = about half, 3 = most, 4 = all. Return ONLY JSON {""v"": number}.",False,False,False
book_plot_driven,book,split_grids,False,"Score this book from its Wikipedia plot. How plot-driven is this book (emphasis on external events)? 1=not at all..5=extremely. Return ONLY JSON {""v"": number}.","Score this book from its Wikipedia plot. How plot-driven is this book (emphasis on external events)? 1=not at all..5=extremely. Return ONLY JSON {""v"": number}.",False,False,False
tone_Caring,book,prompts_master,False,"On a scale 0-100, how strongly does 'Caring' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Caring' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
book_moved_intellectual,book,split_grids,False,"Score this book from its Wikipedia plot. To what extent would the audience feel moved on an INTELLECTUAL basis? 1=not at all..5=extremely. Return ONLY JSON {""v"": number}.","Score this book from its Wikipedia plot. To what extent would the audience feel moved on an INTELLECTUAL basis? 1=not at all..5=extremely. Return ONLY JSON {""v"": number}.",False,False,False
tone_Depressed,book,prompts_master,False,"On a scale 0-100, how strongly does 'Depressed' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Depressed' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
book_familiar_world,book,prompts_master,False,"Based only on this book's plot, answer: How familiar (vs strange/alien) is the world of the book? Give a number 1-7 (1=lowest, 7=highest). Return ONLY JSON {""v"": number}.","Based only on this book's plot, answer: How familiar (vs strange/alien) is the world of the book? Give a number 1-7 (1=lowest, 7=highest). Return ONLY JSON {""v"": number}.",False,False,False
book_Q659_dlg_engaging,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot. Predict how ENGAGING a typical reader would find the dialogue, from 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot. Predict how ENGAGING a typical reader would find the dialogue, from 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
mood_Whimsical,book,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Whimsical' apply to this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Whimsical' apply to this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
book_character_driven,book,split_grids,False,"Score this book from its Wikipedia plot. How character-driven is this book (internal needs drive the story)? 1=not at all..5=extremely. Return ONLY JSON {""v"": number}.","Score this book from its Wikipedia plot. How character-driven is this book (internal needs drive the story)? 1=not at all..5=extremely. Return ONLY JSON {""v"": number}.",False,False,False
mood_Dark,book,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Dark' apply to this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Dark' apply to this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
book_pace,book,prompts_master,False,"Consider this book. How would you describe the pace of the book (1=very slow..7=very fast)? Respond 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.","Consider this book. How would you describe the pace of the book (1=very slow..7=very fast)? Respond 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
book_Q484_scifi,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot. Predict how SCIENCE-FICTIONAL (alternative ways of life made plausible by science/technology) a typical reader would rate the world of the book, from 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot. Predict how SCIENCE-FICTIONAL (alternative ways of life made plausible by science/technology) a typical reader would rate the world of the book, from 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
book_vivid_setting,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot summary. How vivid (sensory, vividly evoked) is its single most extreme setting on this? Answer on a scale of 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot summary. How vivid (sensory, vividly evoked) is its single most extreme setting on this? Answer on a scale of 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
mood_Funny,book,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Funny' apply to this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Funny' apply to this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
tone_Philosophical,book,prompts_master,False,"On a scale 0-100, how strongly does 'Philosophical' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Philosophical' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
book_Q209_n_protagonists,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot. Predict the NUMBER of protagonists (principal characters at the heart of the story) in the book, from 1 to 5 (5 meaning five or more). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot. Predict the NUMBER of protagonists (principal characters at the heart of the story) in the book, from 1 to 5 (5 meaning five or more). Return ONLY JSON {""v"": number}.",False,False,False
mood_Bleak,book,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Bleak' apply to this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Bleak' apply to this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
tone_Juvenile,book,prompts_master,False,"On a scale 0-100, how strongly does 'Juvenile' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Juvenile' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
mood_Bittersweet,book,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Bittersweet' apply to this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Bittersweet' apply to this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
book_clear_prose,book,prompts_master,False,"Based only on this book's plot, answer: How clear/easy-to-understand did you find the prose? Give a number 1-7 (1=lowest, 7=highest). Return ONLY JSON {""v"": number}.","Based only on this book's plot, answer: How clear/easy-to-understand did you find the prose? Give a number 1-7 (1=lowest, 7=highest). Return ONLY JSON {""v"": number}.",False,False,False
book_Q481_realistic,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot. Predict how REALISTIC (plausible, true-to-life) a typical reader would rate the world of the book, from 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot. Predict how REALISTIC (plausible, true-to-life) a typical reader would rate the world of the book, from 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
mood_Quirky,book,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Quirky' apply to this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Quirky' apply to this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
mood_Epic,book,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Epic' apply to this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Epic' apply to this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
arc_proactive_Beginning,book,prompts_master,False,"Consider the single MAIN protagonist of this book. At the Beginning of the story, how proactive (motivated, taking action vs passive)? Answer 1-5 where 1=very passive, 5=very proactive. Return ONLY JSON {""v"": number}.","Consider the single MAIN protagonist of this book. At the Beginning of the story, how proactive (motivated, taking action vs passive)? Answer 1-5 where 1=very passive, 5=very proactive. Return ONLY JSON {""v"": number}.",False,False,False
mood_Tense,book,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Tense' apply to this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Tense' apply to this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
mood_Tragic,book,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Tragic' apply to this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Tragic' apply to this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
book_Q639_surprising,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot. Predict how SURPRISING the ending is: 1 = very unsurprising / predictable, 7 = very surprising. Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot. Predict how SURPRISING the ending is: 1 = very unsurprising / predictable, 7 = very surprising. Return ONLY JSON {""v"": number}.",False,False,False
writing_Accessible,book,prompts_master,False,"On a scale 0-100, how strongly does 'Accessible' describe the writing style of this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Accessible' describe the writing style of this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
arc_competent_Beginning,book,prompts_master,False,"Consider the single MAIN protagonist of this book. At the Beginning of the story, how competent (effective at what they attempt)? Answer 1-5 where 1=very incompetent, 5=very competent. Return ONLY JSON {""v"": number}.","Consider the single MAIN protagonist of this book. At the Beginning of the story, how competent (effective at what they attempt)? Answer 1-5 where 1=very incompetent, 5=very competent. Return ONLY JSON {""v"": number}.",False,False,False
book_themes_interesting,book,prompts_master,False,"Based only on this book's plot, answer: How interesting are the book’s themes/core ideas? Give a number 1-7 (1=lowest, 7=highest). Return ONLY JSON {""v"": number}.","Based only on this book's plot, answer: How interesting are the book’s themes/core ideas? Give a number 1-7 (1=lowest, 7=highest). Return ONLY JSON {""v"": number}.",False,False,False
writing_Minimalist,book,prompts_master,False,"On a scale 0-100, how strongly does 'Minimalist' describe the writing style of this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Minimalist' describe the writing style of this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
book_Q13_liked_vs_exp,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot. Predict how much a typical reader LIKED the book relative to their prior expectations: 1 = much less than expected, 3 = about as expected, 5 = much more than expected. Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot. Predict how much a typical reader LIKED the book relative to their prior expectations: 1 = much less than expected, 3 = about as expected, 5 = much more than expected. Return ONLY JSON {""v"": number}.",False,False,False
mood_Chilling,book,prompts_master,False,"From this book's plot, does the mood 'Chilling' apply? Return ONLY JSON {""v"": 0 or 1}.","From this book's plot, does the mood 'Chilling' apply? Return ONLY JSON {""v"": 0 or 1}.",False,False,False
writing_Humorous,book,prompts_master,False,"On a scale 0-100, how strongly does 'Humorous' describe the writing style of this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Humorous' describe the writing style of this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
book_Q245_protag_real,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot. Predict how REAL (believable, lifelike) the main protagonist would feel to a typical reader, from 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot. Predict how REAL (believable, lifelike) the main protagonist would feel to a typical reader, from 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
tone_Devil_may_care,book,prompts_master,False,"On a scale 0-100, how strongly does 'Devil-may-care' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Devil-may-care' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
arc_competent_Middle,book,prompts_master,False,"Consider the single MAIN protagonist of this book. At the Middle of the story, how competent (effective at what they attempt)? Answer 1-5 where 1=very incompetent, 5=very competent. Return ONLY JSON {""v"": number}.","Consider the single MAIN protagonist of this book. At the Middle of the story, how competent (effective at what they attempt)? Answer 1-5 where 1=very incompetent, 5=very competent. Return ONLY JSON {""v"": number}.",False,False,False
tone_Irreverent,book,prompts_master,False,"On a scale 0-100, how strongly does 'Irreverent' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Irreverent' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
tone_Anxious,book,prompts_master,False,"On a scale 0-100, how strongly does 'Anxious' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Anxious' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
writing_Dark,book,prompts_master,False,"On a scale 0-100, how strongly does 'Dark' describe the writing style of this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Dark' describe the writing style of this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
book_Q670_imp_dialogue,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot. Predict how IMPORTANT the dialogue is to a reader's experience of the book: 1 = not at all important, 5 = most important. Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot. Predict how IMPORTANT the dialogue is to a reader's experience of the book: 1 = not at all important, 5 = most important. Return ONLY JSON {""v"": number}.",False,False,False
book_convincing_plot,book,prompts_master,False,"Consider this book. How convincing (believable) did you find the plot? Respond 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.","Consider this book. How convincing (believable) did you find the plot? Respond 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
writing_Ironic,book,prompts_master,False,"On a scale 0-100, how strongly does 'Ironic' describe the writing style of this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Ironic' describe the writing style of this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
writing_Verbose,book,prompts_master,False,"On a scale 0-100, how strongly does 'Verbose' describe the writing style of this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Verbose' describe the writing style of this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
arc_likable_End,book,prompts_master,False,"Consider the single MAIN protagonist of this book. At the End of the story, how likable (easy to relate to, empathize with, root for)? Answer 1-5 where 1=very dislikable, 5=very likable. Return ONLY JSON {""v"": number}.","Consider the single MAIN protagonist of this book. At the End of the story, how likable (easy to relate to, empathize with, root for)? Answer 1-5 where 1=very dislikable, 5=very likable. Return ONLY JSON {""v"": number}.",False,False,False
tone_Confident,book,prompts_master,False,"On a scale 0-100, how strongly does 'Confident' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Confident' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
writing_Sophisticated,book,prompts_master,False,"On a scale 0-100, how strongly does 'Sophisticated' describe the writing style of this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Sophisticated' describe the writing style of this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
tone_Overwrought,book,prompts_master,False,"On a scale 0-100, how strongly does 'Overwrought' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Overwrought' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
writing_Lyrical,book,prompts_master,False,"On a scale 0-100, how strongly does 'Lyrical' describe the writing style of this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Lyrical' describe the writing style of this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
tone_All_knowing,book,prompts_master,False,"On a scale 0-100, how strongly does 'All-knowing' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'All-knowing' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
tone_Crass,book,prompts_master,False,"On a scale 0-100, how strongly does 'Crass' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Crass' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
arc_proactive_End,book,prompts_master,False,"Consider the single MAIN protagonist of this book. At the End of the story, how proactive (motivated, taking action vs passive)? Answer 1-5 where 1=very passive, 5=very proactive. Return ONLY JSON {""v"": number}.","Consider the single MAIN protagonist of this book. At the End of the story, how proactive (motivated, taking action vs passive)? Answer 1-5 where 1=very passive, 5=very proactive. Return ONLY JSON {""v"": number}.",False,False,False
mood_Challenging,book,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Challenging' apply to this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Challenging' apply to this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
book_setting_quality,book,prompts_master,False,"Consider this book. Rate the quality of the setting and world-building. Respond 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.","Consider this book. Rate the quality of the setting and world-building. Respond 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
mood_Reflective,book,prompts_master,False,"From this book's plot, does the mood 'Reflective' apply? Return ONLY JSON {""v"": 0 or 1}.","From this book's plot, does the mood 'Reflective' apply? Return ONLY JSON {""v"": 0 or 1}.",False,False,False
tone_Warm,book,prompts_master,False,"On a scale 0-100, how strongly does 'Warm' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Warm' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
book_Q640_confusing,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot. Predict how EASY-TO-UNDERSTAND the ending is: 1 = very confusing, 7 = very easy to understand. Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot. Predict how EASY-TO-UNDERSTAND the ending is: 1 = very confusing, 7 = very easy to understand. Return ONLY JSON {""v"": number}.",False,False,False
writing_Serious,book,prompts_master,False,"On a scale 0-100, how strongly does 'Serious' describe the writing style of this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Serious' describe the writing style of this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
